-5000,-5004,320.676,47.526,1.77762E+3,1.93113E+0,9.8221
-4950,-4954,320.350,47.200,1.76815,1.92280,9.8219
-4900,-4904,320.025,46.875,1.75873,1.91450,9.8218
-4850,-4854,319.699,46.549,1.74935,1.90622,9.8216
-4800,-4804,319.374,46.224,1.74001,1.89798,9.8215
-4750,-4754,319.048,45.898,1.73071,1.88976,9.8213
-4700,-4703,318.723,45.573,1.72145,1.88157,9.8212
-4650,-4653,318.397,45.247,1.71223,1.87340,9.8210
-4600,-4603,318.072,44.922,1.70305,1.86527,9.8209
-4550,-4553,317.746,44.596,1.69391,1.85716,9.8207
-4500,-4503,317.421,44.271,1.68481E+3,1.84907E+0,9.8205
-4450,-4453,317.095,43.945,1.67575,1.84102,9.8204
-4400,-4403,316.770,43.620,1.66673,1.83299,9.8202
-4350,-4353,316.444,43.294,1.65775,1.82499,9.8201
-4300,-4303,316.119,42.969,1.64881,1.81701,9.8199
-4250,-4253,315.793,42.643,1.63991,1.80907,9.8198
-4200,-4203,315.468,42.318,1.63105,1.80115,9.8196
-4150,-4153,315.143,41.993,1.62222,1.79325,9.8195
-4100,-4103,314.817,41.667,1.61344,1.78538,9.8193
-4050,-4053,314.492,41.342,1.60469,1.77754,9.8192
-4000,-4003,314.166,41.016,1.59598E+3,1.76973E+0,9.8190
-3950,-3952,313.841,40.691,1.58731,1.76194,9.8188
-3900,-3902,313.516,40.366,1.57868,1.75418,9.8187
-3850,-3852,313.190,40.040,1.57009,1.74644,9.8185
-3800,-3802,312.865,39.715,1.56154,1.73873,9.8184
-3750,-3752,312.539,39.389,1.55302,1.73105,9.8182
-3700,-3702,312.214,39.064,1.54454,1.72339,9.8181
-3650,-3652,311.889,38.739,1.53610,1.71576,9.8179
-3600,-3602,311.563,38.413,1.52769,1.70816,9.8178
-3550,-3552,311.238,38.088,1.51933,1.70058,9.8176
-3500,-3502,310.913,37.763,1.51100E+3,1.69303E+0,9.8175
-3450,-3452,310.587,37.437,1.50271,1.68550,9.8173
-3400,-3402,310.262,37.112,1.49445,1.67800,9.8171
-3350,-3352,309.936,36.786,1.48623,1.67052,9.8170
-3300,-3302,309.611,36.461,1.47805,1.66307,9.8168
-3250,-3252,309.286,36.136,1.46991,1.65565,9.8167
-3200,-3202,308.960,35.810,1.46180,1.64825,9.8165
-3150,-3152,308.635,35.485,1.45373,1.64088,9.8164
-3100,-3102,308.310,35.160,1.44569,1.63353,9.8162
-3050,-3051,307.985,34.835,1.43769,1.62620,9.8161
-3000,-3001,307.659,34.509,1.42973E+3,1.61891E+0,9.8159
-2950,-2951,307.334,34.184,1.42180,1.61163,9.8158
-2900,-2901,307.009,33.859,1.41391,1.60439,9.8156
-2850,-2851,306.683,33.533,1.40605,1.59716,9.8154
-2800,-2801,306.358,33.208,1.39823,1.58997,9.8153
-2750,-2751,306.033,32.883,1.39045,1.58279,9.8151
-2700,-2701,305.707,32.557,1.38270,1.57565,9.8150
-2650,-2651,305.382,32.232,1.37498,1.56852,9.8148
-2600,-2601,305.057,31.907,1.36730,1.56143,9.8147
-2550,-2551,304.732,31.582,1.35966,1.55435,9.8145
-2500,-2501,304.406,31.256,1.35205E+3,1.54731E+0,9.8144
-2450,-2451,304.081,30.931,1.34447,1.54028,9.8142
-2400,-2401,303.756,30.606,1.33693,1.53328,9.8141
-2350,-2351,303.431,30.281,1.32942,1.52631,9.8139
-2300,-2301,303.105,29.955,1.32195,1.51936,9.8138
-2250,-2251,302.780,29.630,1.31451,1.51243,9.8136
-2200,-2201,302.455,29.305,1.30711,1.50553,9.8134
-2150,-2151,302.130,28.980,1.29974,1.49865,9.8133
-2100,-2101,301.805,28.655,1.29240,1.49180,9.8131
-2050,-2051,301.479,28.329,1.28510,1.48497,9.8130
-2000,-2001,301.154,28.004,1.27783E+3,1.47816E+0,9.8128
-1950,-1951,300.829,27.679,1.27059,1.47138,9.8127
-1900,-1901,300.504,27.354,1.26339,1.46462,9.8125
-1850,-1851,300.179,27.029,1.25622,1.45789,9.8124
-1800,-1801,299.853,26.703,1.24909,1.45118,9.8122
-1750,-1750,299.528,26.378,1.24198,1.44449,9.8121
-1700,-1700,299.203,26.053,1.23491,1.43783,9.8119
-1650,-1650,298.878,25.728,1.22787,1.43119,9.8117
-1600,-1600,298.553,25.403,1.22087,1.42458,9.8116
-1550,-1550,298.227,25.077,1.21390,1.41799,9.8114
-1500,-1500,297.902,24.752,1.20696E+3,1.41142E+0,9.8113
-1450,-1450,297.577,24.427,1.20005,1.40487,9.8111
-1400,-1400,297.252,24.102,1.19317,1.39835,9.8110
-1350,-1350,296.927,23.777,1.18633,1.39186,9.8108
-1300,-1300,296.602,23.452,1.17952,1.38538,9.8107
-1250,-1250,296.277,23.127,1.17274,1.37893,9.8105
-1200,-1200,295.951,22.801,1.16599,1.37250,9.8104
-1150,-1150,295.626,22.476,1.15927,1.36610,9.8102
-1100,-1100,295.301,22.151,1.15259,1.35971,9.8100
-1050,-1050,294.976,21.826,1.14593,1.35335,9.8099
-1000,-1000,294.651,21.501,1.13931E+3,1.34702E+0,9.8097
-950,-950,294.326,21.176,1.13272,1.34070,9.8096
-900,-900,294.001,20.851,1.12616,1.33441,9.8094
-850,-850,293.676,20.526,1.11963,1.32814,9.8093
-800,-800,293.351,20.201,1.11313,1.32190,9.8091
-750,-750,293.026,19.876,1.10666,1.31567,9.8090
-700,-700,292.701,19.551,1.10023,1.30947,9.8088
-650,-650,292.375,19.225,1.09382,1.30330,9.8087
-600,-600,292.050,18.900,1.08744,1.29714,9.8085
-550,-550,291.725,18.575,1.08110,1.29101,9.8083
-500,-500,291.400,18.250,1.07478E+3,1.28490E+0,9.8082
-450,-450,291.075,17.925,1.06849,1.27881,9.8080
-400,-400,290.750,17.600,1.06224,1.27274,9.8079
-350,-350,290.425,17.275,1.05601,1.26670,9.8077
-300,-300,290.100,16.950,1.04981,1.26067,9.8076
-250,-250,289.775,16.625,1.04365,1.25467,9.8074
-200,-200,289.450,16.300,1.03751,1.24870,9.8073
-150,-150,289.125,15.975,1.03140,1.24274,9.8071
-100,-100,288.800,15.650,1.02532,1.23680,9.8070
-50,-50,288.475,15.325,1.01927,1.23089,9.8068
0,0,288.150,15.000,1.01325E+3,1.22500E+0,9.8067
50,50,287.825,14.675,1.00726,1.21913,9.8065
100,100,287.500,14.350,1.00129,1.21328,9.8063
150,150,287.175,14.025,9.95359E+2,1.20746,9.8062
200,200,286.850,13.700,9.89453,1.20165,9.8060
250,250,286.525,13.375,9.83576,1.19587,9.8059
300,300,286.200,13.050,9.77727,1.19011,9.8057
350,350,285.875,12.725,9.71906,1.18437,9.8056
400,400,285.550,12.400,9.66113,1.17865,9.8054
450,450,285.225,12.075,9.60349,1.17295,9.8053
500,500,284.900,11.750,9.54612E+2,1.16727E+0,9.8051
550,550,284.575,11.425,9.48904,1.16162,9.8050
600,600,284.250,11.100,9.43223,1.15598,9.8048
650,650,283.925,10.775,9.37569,1.15037,9.8046
700,700,283.601,10.451,9.31944,1.14478,9.8045
750,750,283.276,10.126,9.26345,1.13921,9.8043
800,800,282.951,9.801,9.20775,1.13365,9.8042
850,850,282.626,9.476,9.15231,1.12812,9.8040
900,900,282.301,9.151,9.09714,1.12262,9.8039
950,950,281.976,8.826,9.04225,1.11713,9.80371000
1000,1000,281.651,8.501,8.98763E+2,1.11166E+0,9.8036
1050,1050,281.326,8.176,8.93327,1.10621,9.8034
1100,1100,281.001,7.851,8.87918,1.10079,9.8033
1150,1150,280.676,7.526,8.82536,1.09538,9.8031
1200,1200,280.351,7.201,8.77180,1.08999,9.8029
1250,1250,280.027,6.877,8.71851,1.08463,9.8028
1300,1300,279.702,6.552,8.66548,1.07928,9.8026
1350,1350,279.377,6.227,8.61271,1.07396,9.8025
1400,1400,279.052,5.902,8.56020,1.06865,9.8023
1450,1450,278.727,5.577,8.50795,1.06337,9.8022
1500,1500,278.402,5.252,8.45597E+2,1.05810E+0,9.8020
1550,1550,278.077,4.927,8.40424,1.05286,9.8019
1600,1600,277.753,4.603,8.35277,1.04764,9.8017
1650,1650,277.428,4.278,8.30155,1.04243,9.8016
1700,1700,277.103,3.953,8.25059,1.03725,9.8014
1750,1750,276.778,3.628,8.19989,1.03208,9.8013
1800,1799,276.453,3.303,8.14943,1.02694,9.8011
1850,1849,276.128,2.979,8.09923,1.02181,9.8009
1900,1899,275.804,2.654,8.04929,1.01671,9.8008
1950,1949,275.479,2.329,7.99959,1.01162,9.8006
2000,1999,275.154,2.004,7.95014E+2,1.00655E+0,9.8005
