altitude,temperature,pressure,density
-5000,320.6755834361656,177761.7483311362,1.9311255962362086
-4950,320.35007412840673,176815.24022777283,1.9227949260202783
-4900,320.02456994527273,175873.00819309326,1.9144938260881441
-4850,319.6990708866427,174934.8607681976,1.9062203008828658
-4800,319.3735769523955,174000.78429903294,1.897974286177877
-4750,319.0480881424102,173070.7651637089,1.8897557178330302
-4700,318.72260445656576,172144.7897724515,1.881564531794546
-4650,318.3971258947412,171222.84456756056,1.8734006640949954
-4600,318.0716524568155,170304.9160233645,1.865264050853261
-4550,317.7461841426677,169390.99064617537,1.857154628274495
-4500,317.42072095217674,168481.05497424564,1.8490723326500964
-4450,317.0952628852217,167575.09557772308,1.8410171003576707
-4400,316.76980994168156,166673.0990586066,1.8329888678609942
-4350,316.44436212143535,165775.05205070242,1.8249875717099893
-4300,316.1189194243621,164880.94121957905,1.8170131485406777
-4250,315.79348185034087,163990.75326252318,1.8090655350751519
-4200,315.4680493992506,163104.4749084961,1.801144668121545
-4150,315.14262207097045,162222.09291808866,1.7932504845739892
-4100,314.81719986537934,161343.59408347766,1.785382921412588
-4050,314.4917827823564,160468.96522838145,1.77754191570338
-4000,314.1663708217806,159598.19320801555,1.7697274045983
-3950,313.8409639835311,158731.26490904874,1.7619393253351496
-3900,313.5155622674868,157868.16724955925,1.7541776152375654
-3850,313.1901656735269,157008.88717898997,1.7464422117149776
-3800,312.8647742015304,156153.41167810495,1.7387330522625812
-3750,312.5393878513764,155301.7277589449,1.7310500744612978
-3700,312.21400662294394,154453.8224647838,1.7233932159777474
-3650,311.8886305161121,153609.6828700842,1.715762414564209
-3600,311.5632595307599,152769.29608045353,1.7081576080585856
-3550,311.2378936667665,151932.64923260018,1.7005787343843741
-3500,310.91253292401103,151099.72949428926,1.6930257315506259
-3450,310.5871773023725,150270.52406429907,1.6854985376519185
-3400,310.26182680172997,149445.02017237694,1.6779970908683168
-3350,309.9364814219626,148623.20507919535,1.6705213294653405
-3300,309.6111411629495,147805.066076308,1.6630711917939272
-3250,309.2858060245697,146990.5904861062,1.655646616290403
-3200,308.9604760067024,146179.76566177487,1.6482475414764455
-3150,308.6351511092266,145372.57898724845,1.6408739059590443
-3100,308.30983133202153,144569.01787716796,1.6335256484304794
-3050,307.98451667496624,143769.06977683582,1.6262027076682688
-3000,307.6592071379399,142972.72216217383,1.6189050225351538
-2950,307.3339027208216,142179.96253967797,1.6116325319790492
-2900,307.0086034234905,141390.77844637545,1.6043851750330167
-2850,306.6833092458257,140605.1574497806,1.5971628908152251
-2800,306.35802018770636,139823.0871478521,1.5899656185289266
-2750,306.03273624901163,139044.55516894764,1.5827932974624044
-2700,305.7074574296206,138269.5491717823,1.5756458669889586
-2650,305.38218372941253,137498.05684538328,1.5685232665668543
-2600,305.0569151482665,136730.06590904723,1.561425435739298
-2550,304.73165168606164,135965.5641122964,1.554352314134399
-2500,304.4063933426772,135204.5392348351,1.547303841465135
-2450,304.0811401179922,134446.97908650636,1.5402799575293202
-2400,303.755892011886,133692.871507248,1.5332806022095657
-2350,303.4306490242376,132942.20436704953,1.5263057154732496
-2300,303.1054111549263,132194.9655659085,1.5193552373724792
-2250,302.7801784038312,131451.143033787,1.5124291080440584
-2200,302.45495077083154,130710.72473056873,1.5055272677094558
-2150,302.12972825580647,129973.69864601473,1.4986496566747622
-2100,301.8045108586352,129240.05279972062,1.4917962153306628
-2050,301.4792985791969,128509.77524107315,1.4849668841524004
-2000,301.1540914173708,127782.85404920684,1.478161603699743
-1950,300.82888937303613,127059.27733296024,1.4713803146169415
-1900,300.503692446072,126339.03323083345,1.4646229576327077
-1850,300.17850063635774,125622.10991094395,1.457889473560166
-1800,299.85331394377243,124908.49557098412,1.4511798032968313
-1750,299.52813236819543,124198.17843817733,1.444493887824563
-1700,299.2029559095059,123491.14676923511,1.4378316682095384
-1650,298.87778456758303,122787.3888503138,1.4311930856022137
-1600,298.55261834230606,122086.89299697168,1.4245780812372943
-1550,298.2274572335543,121389.64755412511,1.4179865964336908
-1500,297.9023012412069,120695.64089600615,1.4114185725944948
-1450,297.5771503651431,120004.8614261189,1.404873951206936
-1400,297.25200460524223,119317.29757719692,1.3983526738423548
-1350,296.92686396138345,118632.93781115951,1.39185468215616
-1300,296.60172843344606,117951.77061906917,1.385379917887799
-1250,296.2765980213093,117273.78452108828,1.378928322860721
-1200,295.95147272485247,116598.96806643614,1.3724998389823428
-1150,295.6263525439548,115927.30983334614,1.3660944082440147
-1100,295.3012374784955,115258.79842902244,1.3597119727209834
-1050,294.97612752835397,114593.42248959749,1.3533524745723609
-1000,294.6510226934094,113931.17068008862,1.3470158560410854
-950,294.3259229735411,113272.03169435542,1.3407020594538905
-900,294.0008283686283,112615.99425505646,1.3344110272212644
-850,293.6757388785503,111963.04711360711,1.3281427018374232
-800,293.35065450318643,111313.17905013617,1.3218970258802714
-750,293.025575242416,110666.3788734427,1.3156739420113612
-700,292.7005010961182,110022.63542095435,1.309473392975873
-650,292.3754320641725,109381.93755868339,1.3032953216025651
-600,292.0503681464581,108744.27418118436,1.2971396708037444
-550,291.7253093428543,108109.63421151171,1.2910063835752363
-500,291.40025565324044,107478.00660117636,1.2848954029963406
-450,291.0752070774958,106849.38033010361,1.2788066722298048
-400,290.7501636154998,106223.74440658999,1.272740134521783
-350,290.42512526713165,105601.08786726082,1.2666957332018038
-300,290.10009203227077,104981.39977702769,1.2606734116827374
-250,289.7750639107964,104364.66922904528,1.254673113460753
-200,289.45004090258794,103750.8853446697,1.2486947821152963
-150,289.12502300752476,103140.03727341465,1.2427383613090384
-100,288.8000102254861,102532.11419291016,1.2368037947878574
-50,288.4750025563514,101927.10530885888,1.2308910263807882
0,288.15,101324.9998549945,1.225
50,287.82500255631123,100725.88598238876,1.2191318565441696
100,287.50001022516443,100129.55461655016,1.213284140543689
150,287.175023006439,99536.09455267647,1.20745799882559
200,286.8500409000143,98945.49513618866,1.2016533756341532
250,286.5250639057696,98357.74574032551,1.1958702152966056
300,286.2000920235845,97772.83576610194,1.1901084622230949
350,285.8751252533382,97190.75464226637,1.184368060906652
400,285.55016359491003,96611.49182525845,1.178648955923156
450,285.2252070481796,96035.03679916653,1.1729510919312973
500,284.9002556130261,95461.3790756856,1.1672744136725457
550,284.575309289329,94890.50819407462,1.161618865971109
600,284.25036807696773,94322.41372111464,1.1559843937339067
650,283.92543197582165,93757.08525106627,1.150370941950526
700,283.6005009857701,93194.5124056277,1.1447784556931948
750,283.2755751066926,92634.684833892,1.139206880116737
800,282.95065433846855,92077.59221230565,1.133656160458548
850,282.6257386809773,91523.22424462551,1.1281262420385487
900,282.30082813409825,90971.57066187735,1.1226170702591585
950,281.9759226977109,90422.62122231344,1.117128590605255
1000,281.6510223716947,89876.36571137034,1.1116607486441417
1050,281.32612715592904,89332.79394162708,1.1062134900255114
1100,281.0012370502933,88791.89575276269,1.100786760481409
1150,280.67635205466695,88253.66101151468,1.0953805058262014
1200,280.3514721689295,87718.07961163628,1.0899946719565334
1250,280.0265973929603,87185.14147385521,1.0846292048513029
1300,279.70172772663886,86654.8365458312,1.0792840505716175
1350,279.3768631698447,86127.15480211414,1.0739591552607626
1400,279.0520037224571,85602.08624410196,1.0686544651441634
1450,278.7271493843556,85079.62089999916,1.0633699265293541
1500,278.40230015541977,84559.74882477436,1.0581054858059364
1550,278.0774560355289,84042.46010011887,1.0528610894455517
1600,277.7526170245626,83527.74483440441,1.0476366840018358
1650,277.4277831224003,83015.59316264148,1.0424322161103914
1700,277.1029543289215,82505.9952464375,1.0372476324887483
1750,276.7781306440056,81998.94127395522,1.0320828799363335
1800,276.45331206753224,81494.4214598704,1.026937905334426
1850,276.12849859938075,80992.42604533068,1.021812655646132
1900,275.8036902394307,80492.94529791315,1.0167070779163394
1950,275.4788869875616,79995.96951158337,1.0116211192716913
2000,275.15408884365297,79501.48900665299,1.0065547269205424
2050,274.8292958075843,79009.49412973862,1.0015078481529307
2100,274.50450787923506,78519.97525371968,0.9964804303405352
2150,274.1797250584848,78032.92277769715,0.9914724209366454
2200,273.854947345213,77548.3271269517,0.9864837674761227
2250,273.5301747392993,77066.17875290224,0.9815144175753655
2300,273.20540724062306,76586.46813306428,0.9765643189322751
2350,272.8806448490639,76109.18577100836,0.9716334193262178
2400,272.5558875645014,75634.3221963184,0.9667216666179884
2450,272.23113538681497,75161.86796455052,0.9618290087497792
2500,271.90638831588427,74691.8136571911,0.9569553937451378
2550,271.58164635158874,74224.14988161577,0.9521007697089384
2600,271.25690949380805,73758.86727104751,0.9472650848273395
2650,270.93217774242163,73295.95648451545,0.9424482873677519
2700,270.60745109730914,72835.40820681356,0.9376503256788025
2750,270.28272955835007,72377.213148459,0.9328711481902981
2800,269.958013125424,71921.36204565085,0.9281107034131885
2850,269.63330179841046,71467.84566022885,0.9233689399395325
2900,269.3085955771891,71016.65477963201,0.9186458064424616
2950,268.98389446163947,70567.78021685721,0.9139412516761436
3000,268.65919845164115,70121.21281041802,0.9092552244757464
3050,268.3345075470737,69676.9434243034,0.9045876737574031
3100,268.0098217478167,69234.96294793641,0.8999385485181753
3150,267.68514105374976,68795.26229613318,0.8953077978360202
3200,267.3604654647525,68357.83240906127,0.8906953708697471
3250,267.03579498070445,67922.66425219894,0.88610121685899
3300,266.71112960148525,67489.74881629391,0.8815252851241692
3350,266.3864693269745,67059.07711732181,0.8769675250664497
3400,266.0618141570519,66630.64019644566,0.8724278861677145
3450,265.73716409159687,66204.4291199742,0.8679063179905203
3500,265.4125191304892,65780.43497932129,0.8634027701780671
3550,265.08787927360845,65358.64889096457,0.8589171924541602
3600,264.7632445208342,64939.06199640442,0.8544495346231729
3650,264.4386148720461,64521.66546212307,0.849999746570012
3700,264.1139903271238,64106.45047954352,0.8455677782600823
3750,263.789370885947,63693.40826498852,0.8411535797392478
3800,263.4647565483952,63282.53005963977,0.8367571011337992
3850,263.14014731434816,62873.80712949682,0.8323782926504145
3900,262.81554318368546,62467.230765336324,0.828017104576127
3950,262.4909441562868,62062.79228267091,0.823673487278283
4000,262.1663502320318,61660.48302170849,0.8193473912045114
4050,261.84176141080013,61260.29434731146,0.8150387668826854
4100,261.5171776924714,60862.21764895559,0.8107475649208848
4150,261.1925990769254,60466.244340689474,0.8064737360073616
4200,260.86802556404166,60072.36586109374,0.802217230910505
4250,260.5434571537,59680.57367324015,0.7979780004788021
4300,260.2188938457799,59290.859264650855,0.7937559956408038
4350,259.8943356401613,58903.21414725776,0.7895511674050869
4400,259.5697825367236,58517.62985736171,0.7853634668602195
4450,259.2452345353467,58134.09795559204,0.7811928451747249
4500,258.9206916359102,57752.61002686558,0.7770392535970428
4550,258.59615383829384,57373.15768034621,0.7729026434554952
4600,258.2716211423773,56995.73254940423,0.76878296615825
4650,257.94709354804024,56620.3262915758,0.7646801731932843
4700,257.62257105516244,56246.93058852215,0.7605942161283463
4750,257.2980536636236,55875.5371459892,0.7565250466109211
4800,256.97354137330336,55506.137693767094,0.7524726163681952
4850,256.64903418408153,55138.72398564948,0.7484368772070166
4900,256.3245320958378,54773.28779939315,0.7444177810138616
4950,256.00003510845187,54409.82093667749,0.7404152797547965
5000,255.6755432218035,54048.31522306404,0.736429325475441
5050,255.35105643577242,53688.762507956184,0.7324598703009344
5100,255.02657475023838,53331.154664558504,0.7285068664358948
5150,254.70209816508108,52975.48358983657,0.7245702661643861
5200,254.3776266801803,52621.74120447663,0.7206500218498819
5250,254.0531602954158,52269.91945284502,0.716746085935225
5300,253.7286990106673,51920.01030294795,0.7128584109425935
5350,253.40424282581455,51572.00574639136,0.7089869494734657
5400,253.07979174073736,51225.897798340324,0.7051316542085798
5450,252.75534575531543,50881.67849747905,0.7012924779079002
5500,252.43090486942862,50539.339905970526,0.69746937341058
5550,252.10646908295658,50198.87410941631,0.6936622936349248
5600,251.78203839577918,49860.273216816255,0.6898711915783535
5650,251.45761280777617,49523.52936052848,0.6860960203173662
5700,251.13319231882733,49188.634696229106,0.6823367330075033
5750,250.80877692881245,48855.58140287218,0.678593282883312
5800,250.48436663761132,48524.361682649476,0.674865623258307
5850,250.1599614451037,48194.96776095045,0.6711537075249352
5900,249.83556135116947,47867.39188632209,0.6674574891545376
5950,249.51116635568837,47541.626330429084,0.6637769216973156
6000,249.1867764585402,47217.66338801352,0.6601119587822906
6050,248.8623916596048,46895.49537685504,0.6564625541172695
6100,248.53801195876198,46575.114637730694,0.6528286614888058
6150,248.21363735589154,46256.51353437528,0.6492102347621671
6200,247.88926785087332,45939.684453440954,0.6456072278812914
6250,247.56490344358713,45624.619804457725,0.6420195948687575
6300,247.2405441339128,45311.31201979322,0.638447289825742
6350,246.91618992173017,44999.75355461304,0.6348902669319869
6400,246.59184080691907,44689.936886840784,0.6313484804457606
6450,246.26749678935934,44381.8545171182,0.6278218847038208
6500,245.94315786893083,44075.49896876537,0.6243104341213784
6550,245.61882404551338,43770.862787740945,0.6208140831920596
6600,245.29449531898683,43467.93854260235,0.6173327864878698
6650,244.97017168923108,43166.71882446601,0.6138664986591564
6700,244.64585315612592,42867.19624696763,0.6104151744345717
6750,244.32153971955128,42569.36344622246,0.6069787686210347
6800,243.99723137938696,42273.21308078564,0.6035572361036967
6850,243.6729281355129,41978.737831612496,0.6001505318459015
6900,243.34862998780892,41685.93040201891,0.5967586108891505
6950,243.02433693615492,41394.783517641656,0.5933814283530635
7000,242.70004898043078,41105.2899263988,0.5900189394353433
7050,242.37576612051637,40817.442398450155,0.5866710994117378
7100,242.0514883562916,40531.233726157596,0.5833378636360018
7150,241.72721568763635,40246.65672404579,0.5800191875398637
7200,241.40294811443053,39963.704228762246,0.5767150266329822
7250,241.07868563655404,39682.3690990382,0.5734253365029146
7300,240.75442825388674,39402.644215648965,0.5701500728150772
7350,240.4301759663086,39124.52248137443,0.5668891913127073
7400,240.1059287736995,38847.99682095974,0.5636426478168278
7450,239.78168667593934,38573.0601810758,0.5604103982262089
7500,239.45744967290807,38299.705530279905,0.5571923985173307
7550,239.1332177644856,38027.925858976254,0.5539886047443447
7600,238.80899095055187,37757.71417937691,0.5507989730390414
7650,238.48476923098679,37489.063525462014,0.547623459610805
7700,238.16055260567032,37221.966952940944,0.5444620207465843
7750,237.83634107448233,36956.4175392126,0.5413146128108485
7800,237.51213463730284,36692.408383326445,0.5381811922455539
7850,237.18793329401177,36429.93260594316,0.5350617155701058
7900,236.86373704448906,36168.98334929535,0.5319561393813194
7950,236.53954588861467,35909.55377714838,0.5288644203533838
8000,236.21535982626855,35651.637074761275,0.5257865152378243
8050,235.8911788573307,35395.226448847454,0.5227223808634648
8100,235.56700298168101,35140.315127535636,0.5196719741363901
8150,235.24283219919948,34886.89636033069,0.5166352520399082
8200,234.91866650976613,34634.96341807458,0.5136121716345133
8250,234.59450591326086,34384.50959290728,0.510602690057848
8300,234.27035040956372,34135.52819822769,0.507606764524665
8350,233.94619999855462,33888.01256865459,0.5046243523267906
8400,233.6220546801136,33641.956059987744,0.5016554108330867
8450,233.29791445412064,33397.35204916878,0.49869989748941285
8500,232.97377932045575,33154.19393424228,0.4957577698185885
8550,232.64964927899888,32912.475134316795,0.4928289854203557
8600,232.32552432963007,32672.189089525946,0.48991350197134076
8650,232.0014044722293,32433.329260989554,0.48701127722501747
8700,231.67728970667662,32195.88913077472,0.48412226901166894
8750,231.353180032852,31959.862201856962,0.4812464352383495
8800,231.0290754506355,31725.241998081336,0.4783837338888465
8850,230.7049759599071,31492.022064123736,0.47553412302364423
8900,230.38088156054687,31260.19596545196,0.472697560779884
8950,230.05679225243478,31029.757288287023,0.46987400537132756
9000,229.73270803545088,30800.69963956441,0.4670634150883194
9050,229.40862890947523,30573.016646895274,0.4642657482977479
9100,229.0845548743879,30346.701958527807,0.46148096344300826
9150,228.76048593006882,30121.749243308423,0.45870901904396316
9200,228.43642207639815,29898.152190643257,0.4559498736969068
9250,228.1123633132559,29675.904510459437,0.45320348607452615
9300,227.7883096405221,29454.999933166408,0.45046981492586197
9350,227.46426105807686,29235.43220961747,0.4477488190762726
9400,227.1402175658002,29017.195111070992,0.4450404574273935
9450,226.81617916357223,28800.282429152103,0.44234468895710244
9500,226.49214585127297,28584.687975813904,0.43966147271947786
9550,226.16811762878248,28370.40558329911,0.43699076784476315
9600,225.84409449598093,28157.429104101593,0.4343325335393288
9650,225.5200764527483,27945.752410927733,0.43168672908563244
9700,225.19606349896475,27735.369396658083,0.4290533138421813
9750,224.8720556345103,27526.273974308966,0.4264322472434953
9800,224.5480528592651,27318.460076993986,0.42382348880006726
9850,224.22405517310924,27111.92165788567,0.42122699809832514
9900,223.9000625759228,26906.652690177172,0.4186427348005951
9950,223.57607506758586,26702.647167043822,0.4160706586450611
10000,223.2520926479786,26499.899101604857,0.41351072944572764
10050,222.92811531698106,26298.402526885082,0.4109629070923813
10100,222.60414307447337,26098.151495776754,0.40842715155055415
10150,222.2801759203357,25899.140081001027,0.4059034228614811
10200,221.9562138544481,25701.362375070046,0.4033916811420671
10250,221.63225687669075,25504.812490248507,0.40089188658484415
10300,221.30830498694377,25309.484558515505,0.3984039994579346
10350,220.98435818508727,25115.37273152649,0.39592798010501395
10400,220.66041647100138,24922.471180574907,0.39346378894526957
10450,220.3364798445663,24730.774096554338,0.3910113864733658
10500,220.0125483056621,24540.27568992013,0.38857073325940195
10550,219.688621854169,24350.97019065146,0.38614178994887544
10600,219.36470048996713,24162.851848213337,0.38372451726264484
10650,219.04078421293661,23975.914931518353,0.3813188759968875
10700,218.71687302295766,23790.15372888886,0.3789248270230643
10750,218.39296691991038,23605.562548018923,0.37654233128788006
10800,218.06906590367498,23422.135715936227,0.3741713498132432
10850,217.7451699741316,23239.867578964353,0.3718118436962305
10900,217.42127913116047,23058.75250268464,0.3694637741090452
10950,217.0973933746417,22878.78487189841,0.3671271022989804
11000,216.77351270445556,22699.959090588975,0.36480178958837867
11050,216.65,22522.251182062737,0.3621522644969666
11100,216.65,22345.986661261144,0.35931797431687973
11150,216.65,22171.104364300045,0.35650590995648695
11200,216.65,21997.593430683894,0.35371589678168863
11250,216.65,21825.4430854191,0.35094776153323565
11300,216.65,21654.642638339617,0.3482013323158849
11350,216.65,21485.181483437773,0.3454764385876393
11400,216.65,21317.049098200427,0.3427729111490734
11450,216.65,21150.235042950408,0.3400905821327435
11500,216.65,20984.7289601931,0.33742928499268154
11550,216.65,20820.52057396823,0.3347888544939714
11600,216.65,20657.599689206774,0.33216912670240845
11650,216.65,20495.956191092922,0.32956993897424014
11700,216.65,20335.580044431113,0.3269911299459877
11750,216.65,20176.461293018045,0.32443253952434875
11800,216.65,20018.59005901969,0.3218940088761794
11850,216.65,19861.95654235319,0.3193753804185555
11900,216.65,19706.551020073646,0.3168764978089124
11950,216.65,19552.36384576578,0.3143972059352628
12000,216.65,19399.385448940357,0.3119373509064918
12050,216.65,19247.60633443544,0.3094967800427285
12100,216.65,19097.01708182229,0.3070753418657939
12150,216.65,18947.60834481606,0.3046728860897242
12200,216.65,18799.370850691077,0.3022892636113694
12250,216.65,18652.29539970073,0.2999243265010646
12300,216.65,18506.372864502042,0.29757792799337757
12350,216.65,18361.59418958465,0.2952499224779271
12400,216.65,18217.950390704424,0.2929401654902752
12450,216.65,18075.432554321455,0.2906485137028905
12500,216.65,17934.031837042585,0.28837482491618427
12550,216.65,17793.73946506824,0.28611895804961524
12600,216.65,17654.546733643725,0.2838807731328671
12650,216.65,17516.445006514772,0.2816601312970934
12700,216.65,17379.425715387468,0.27945689476623353
12750,216.65,17243.48035939237,0.2772709268483959
12800,216.65,17108.600504552935,0.27510209192731006
12850,216.65,16974.777783258076,0.27295025545384605
12900,216.65,16842.003893738933,0.2708152839376007
12950,216.65,16710.270599549774,0.2686970449385505
13000,216.65,16579.569729052946,0.26659540705877016
13050,216.65,16449.89317490797,0.26451023993421696
13100,216.65,16321.23289356463,0.26244141422658
13150,216.65,16193.580904760045,0.2603888016151933
13200,216.65,16066.929291019771,0.2583522747890133
13250,216.65,15941.270197162794,0.2563317074386596
13300,216.65,15816.59582981046,0.2543269742485185
13350,216.65,15692.898456899266,0.2523379508889091
13400,216.65,15570.170407197525,0.2503645140083108
13450,216.65,15448.404069825818,0.24840654122565278
13500,216.65,15327.591893781248,0.2464639111226641
13550,216.65,15207.726387465465,0.24453650323628423
13600,216.65,15088.80011821639,0.2426241980511334
13650,216.65,14970.805711843672,0.24072687699204282
13700,216.65,14853.73585216776,0.2388444224166432
13750,216.65,14737.583280562689,0.23697671760801267
13800,216.65,14622.340795502425,0.23512364676738234
13850,216.65,14508.00125211078,0.23328509500689884
13900,216.65,14394.557561714957,0.2314609483424455
13950,216.65,14282.002691402524,0.22965109368651865
14000,216.65,14170.329663581955,0.22785541884116123
14050,216.65,14059.531555546626,0.22607381249095182
14100,216.65,13949.601499042232,0.22430616419604904
14150,216.65,13840.532679837652,0.22255236438529089
14200,216.65,13732.31833729917,0.2208123043493486
14250,216.65,13624.951763968087,0.2190858762339345
14300,216.65,13518.42630514166,0.21737297303306383
14350,216.65,13412.73535845733,0.215673488582369
14400,216.65,13307.87237348027,0.21398731755246775
14450,216.65,13203.83085129415,0.21231435544238245
14500,216.65,13100.604344095162,0.21065449857301233
14550,216.65,12998.18645478925,0.20900764408065697
14600,216.65,12896.57083659249,0.20737368991059052
14650,216.65,12795.751192634661,0.20575253481068717
14700,216.65,12695.721275565935,0.20414407832509684
14750,216.65,12596.474887166654,0.2025482207879706
14800,216.65,12498.005877960217,0.20096486331723584
14850,216.65,12400.308146828991,0.19939390780842028
14900,216.65,12303.375640633301,0.1978352569285254
14950,216.65,12207.20235383337,0.1962888141099474
15000,216.65,12111.782328114281,0.19475448354444652
15050,216.65,12017.10965201391,0.19323217017716451
15100,216.65,11923.178460553752,0.19172177970068824
15150,216.65,11829.982934872702,0.190223218549161
15200,216.65,11737.517301863712,0.18873639389244015
15250,216.65,11645.775833813308,0.18726121363030052
15300,216.65,11554.752848043976,0.18579758638668412
15350,216.65,11464.442706559339,0.18434542150399466
15400,216.65,11374.839815692163,0.18290462903743757
15450,216.65,11285.938625755123,0.18147511974940445
15500,216.65,11197.733630694353,0.1800568051039021
15550,216.65,11110.219367745682,0.1786495972610251
15600,216.65,11023.390417093626,0.17725340907147233
15650,216.65,10937.241401533072,0.17586815407110687
15700,216.65,10851.766986133589,0.17449374647555843
15750,216.65,10766.961877906446,0.17313010117486885
15800,216.65,10682.820825474204,0.17177713372817938
15850,216.65,10599.338618742964,0.17043476035846042
15900,216.65,10516.510088577175,0.16910289794728253
15950,216.65,10434.330106477002,0.16778146402962865
16000,216.65,10352.79358425825,0.16647037678874727
16050,216.65,10271.895473734841,0.16516955505104675
16100,216.65,10191.630766403741,0.16387891828102907
16150,216.65,10111.994493132424,0.16259838657626433
16200,216.65,10032.981723848763,0.1613278806624042
16250,216.65,9954.587567233417,0.1600673218882356
16300,216.65,9876.807170414584,0.15881663222077258
16350,216.65,9799.635718665217,0.1575757342403873
16400,216.65,9723.068435102592,0.15634455113597942
16450,216.65,9647.100580390277,0.15512300670018375
16500,216.65,9571.727452442434,0.15391102532461545
16550,216.65,9496.944386130437,0.15270853199515264
16600,216.65,9422.746752991865,0.15151545228725694
16650,216.65,9349.129960941718,0.15033171236133
16700,216.65,9276.089453985966,0.14915723895810737
16750,216.65,9203.620711937321,0.14799195939408824
16800,216.65,9131.719250133294,0.14683580155700182
16850,216.65,9060.380619156427,0.14568869390130879
16900,216.65,8989.60040455676,0.14455056544373857
16950,216.65,8919.37422657651,0.1434213457588622
17000,216.65,8849.697739876863,0.14230096497469946
17050,216.65,8780.56663326697,0.14118935376836084
17100,216.65,8711.97662943508,0.1400864433617245
17150,216.65,8643.92348468175,0.13899216551714624
17200,216.65,8576.402988655216,0.13790645253320427
17250,216.65,8509.410964088824,0.13682923724047732
17300,216.65,8442.943266540513,0.1357604529973555
17350,216.65,8376.995784134398,0.13470003368588504
17400,216.65,8311.564437304367,0.13364791370764526
17450,216.65,8246.645178539686,0.13260402797965826
17500,216.65,8182.233992132629,0.13156831193033058
17550,216.65,8118.326893928129,0.13054070149542776
17600,216.65,8054.91993107532,0.12952113311407928
